name,set,quantity,type,color,altArt,overnumbered,image
Sharkling,UNL,0,,,false,false,sharkling-unl.avif
Shen Kinkou,OGN,0,,,false,false,shen-kinkou-ogn.avif
Sheperds Heirloom,UNL,0,,,false,false,sheperds-heirloom-unl.avif
Shepherds Heirloom,UNL,0,,,false,false,shepherds-heirloom-unl.avif
Shipyard Skulker,OGN,0,,,false,false,shipyard-skulker-ogn.avif
Show Of Strength,SFD,0,,,false,false,show-of-strength-sfd.avif
Sigil Of The Storm,OGN,0,,,false,false,sigil-of-the-storm-ogn.avif
Singularity,OGN,0,,,false,false,singularity-ogn.avif
Sinister Poro,UNL,0,,,false,false,sinister-poro-unl.avif
Siphon Power,OGN,0,,,false,false,siphon-power-ogn.avif
Sky Splitter,OGN,0,,,false,false,sky-splitter-ogn.avif
Skyward Strike,UNL,0,,,false,false,skyward-strike-unl.avif
Smite,UNL,0,,,false,false,smite-unl.avif
Smoke And Mirrors,UNL,0,,,false,false,smoke-and-mirrors-unl.avif
Smoke Screen,OGN,0,,,false,false,smoke-screen-ogn.avif
Sneaky Deckhand,OGN,0,,,false,false,sneaky-deckhand-ogn.avif
Soaring Scout,OGN,0,,,false,false,soaring-scout-ogn.avif
Solari Chief,OGN,0,,,false,false,solari-chief-ogn.avif
Solari Shieldbearer,OGN,0,,,false,false,solari-shieldbearer-ogn.avif
Solari Shrine,OGN,0,,,false,false,solari-shrine-ogn.avif
Sona Harmonious,OGN,0,,,false,false,sona-harmonious-ogn.avif
Sone Harmonious,VEN,0,,,false,false,sone-harmonious-ven.avif
Soul Harvest,UNL,0,,,false,false,soul-harvest-unl.avif
Soul Shepherd,UNL,0,,,false,false,soul-shepherd-unl.avif
Soul Sword,UNL,0,,,false,false,soul-sword-unl.avif
Soulgorger,OGN,0,,,false,false,soulgorger-ogn.avif
Spectral Centaur,UNL,0,,,false,false,spectral-centaur-unl.avif
Spectral Matron,OGN,0,,,false,false,spectral-matron-ogn.avif
Spinning Axe,SFD,0,,,false,false,spinning-axe-sfd.avif
Spirit Wheel,SFD,0,,,false,false,spirit-wheel-sfd.avif
Spirits Refuge,OGN,0,,,false,false,spirits-refuge-ogn.avif
Spoils Of War,OGN,0,,,false,false,spoils-of-war-ogn.avif
Sprite Burst,UNL,0,,,false,false,sprite-burst-unl.avif
Sprite Call,OGN,0,,,false,false,sprite-call-ogn.avif
Sprite Fountain,UNL,0,,,false,false,sprite-fountain-unl.avif
Sprite Queen,UNL,0,,,false,false,sprite-queen-unl.avif
Square Up,UNL,0,,,false,false,square-up-unl.avif
Stacked Deck,OGN,0,,,false,false,stacked-deck-ogn.avif
Stalking Wolf,UNL,0,,,false,false,stalking-wolf-unl.avif
Stalwart Poro,OGN,0,,,false,false,stalwart-poro-ogn.avif
Stand United,OGN,0,,,false,false,stand-united-ogn.avif
Star Crossed,UNL,0,,,false,false,star-crossed-unl.avif
Star Spring,UNL,0,,,false,false,star-spring-unl.avif
Stare Down,UNL,0,,,false,false,stare-down-unl.avif
Starhound,UNL,0,,,false,false,starhound-unl.avif
Startipped Peak,OGN,0,,,false,false,startipped-peak-ogn.avif
Stealthy Pursuer,OGN,0,,,false,false,stealthy-pursuer-ogn.avif
Stellacorn Herder,SFD,0,,,false,false,stellacorn-herder-sfd.avif
Steraks Gage,SFD,0,,,false,false,steraks-gage-sfd.avif
Stormclaw Ursine,OGN,0,,,false,false,stormclaw-ursine-ogn.avif
Strike Down,SFD,0,,,false,false,strike-down-sfd.avif
Stupefy,OGN,0,,,false,false,stupefy-ogn.avif
Sudden Storm,SFD,0,,,false,false,sudden-storm-sfd.avif
Sumpworks Map,UNL,0,,,false,false,sumpworks-map-unl.avif
Sun Disc,OGN,0,,,false,false,sun-disc-ogn.avif
Sunken Temple,SFD,0,,,false,false,sunken-temple-sfd.avif
Sunlit Guardian,OGN,0,,,false,false,sunlit-guardian-ogn.avif
Symbol Of The Solari,OGN,0,,,false,false,symbol-of-the-solari-ogn.avif
Tactical Retreat,UNL,0,,,false,false,tactical-retreat-unl.avif
Targonian Visionary,UNL,0,,,false,false,targonian-visionary-unl.avif
Targons Peak,OGN,0,,,false,false,targons-peak-ogn.avif
Taric Protector,OGN,0,,,false,false,taric-protector-ogn.avif
Teemo Scout,OGN,0,,,false,false,teemo-scout-ogn.avif
The Academy,UNL,0,,,false,false,the-academy-unl.avif
The Arenas Greatest,OGN,0,,,false,false,the-arenas-greatest-ogn.avif
The Candlelit Sanctum,OGN,0,,,false,false,the-candlelit-sanctum-ogn.avif
The Dreaming Tree,OGN,0,,,false,false,the-dreaming-tree-ogn.avif
The Grand Plaza,OGN,0,,,false,false,the-grand-plaza-ogn.avif
The List,UNL,0,,,false,false,the-list-unl.avif
The Syren,OGN,0,,,false,false,the-syren-ogn.avif
Thermo Beam,OGN,0,,,false,false,thermo-beam-ogn.avif
Thrill Of The Hunt,UNL,0,,,false,false,thrill-of-the-hunt-unl.avif
Thwonk,SFD,0,,,false,false,thwonk-sfd.avif
Tideturner,OGN,0,,,false,false,tideturner-ogn.avif
Towering Combatant,UNL,0,,,false,false,towering-combatant-unl.avif
Towering Pairofant,UNL,0,,,false,false,towering-pairofant-unl.avif
Trapping Grounds,UNL,0,,,false,false,trapping-grounds-unl.avif
Traveling Merchant,OGN,0,,,false,false,traveling-merchant-ogn.avif
Treasure Hunter,SFD,0,,,false,false,treasure-hunter-sfd.avif
Treasure Trove,OGN,0,,,false,false,treasure-trove-ogn.avif
Trevor Snoozebottom,UNL,0,,,false,false,trevor-snoozebottom-unl.avif
Tricksy Tentacles,UNL,0,,,false,false,tricksy-tentacles-unl.avif
Trifarian Gloryseeker,OGN,0,,,false,false,trifarian-gloryseeker-ogn.avif
Trifarian War Camp,OGN,0,,,false,false,trifarian-war-camp-ogn.avif
Trove Golem,SFD,0,,,false,false,trove-golem-sfd.avif
Trusty Ramhound,SFD,0,,,false,false,trusty-ramhound-sfd.avif
Turn To Dust,UNL,0,,,false,false,turn-to-dust-unl.avif
Twisted Fate Gambler,OGN,0,,,false,false,twisted-fate-gambler-ogn.avif
Udyr Wildman,OGN,0,,,false,false,udyr-wildman-ogn.avif
Ultrasoft Poro,UNL,0,,,false,false,ultrasoft-poro-unl.avif
Undercover Agent,OGN,0,,,false,false,undercover-agent-ogn.avif
Undying Legion,UNL,0,,,false,false,undying-legion-unl.avif
Undying Loyalty,UNL,0,,,false,false,undying-loyalty-unl.avif
Unlicensed Armory,OGN,0,,,false,false,unlicensed-armory-ogn.avif
Unsung Hero,SFD,0,,,false,false,unsung-hero-sfd.avif
Unyielding Spirit,OGN,0,,,false,false,unyielding-spirit-ogn.avif
Upstage Comedy,UNL,0,,,false,false,upstage-comedy-unl.avif
Valley Of Idols,UNL,0,,,false,false,valley-of-idols-unl.avif
Vanguard Armory,SFD,0,,,false,false,vanguard-armory-sfd.avif
Vanguard Captain,OGN,0,,,false,false,vanguard-captain-ogn.avif
Vanguard Helm,OGN,0,,,false,false,vanguard-helm-ogn.avif
Vanguard Sergeant,OGN,0,,,false,false,vanguard-sergeant-ogn.avif
Vault Breaker,UNL,0,,,false,false,vault-breaker-unl.avif
Vaults Of Helia,UNL,0,,,false,false,vaults-of-helia-unl.avif
Vayne Hunter,OGN,0,,,false,false,vayne-hunter-ogn.avif
Veiled Temple,SFD,0,,,false,false,veiled-temple-sfd.avif
Vengeance,OGN,0,,,false,false,vengeance-ogn.avif
Veteran Poro,SFD,0,,,false,false,veteran-poro-sfd.avif
Vex Gloomist,UNL,0,,,false,false,vex-gloomist-unl.avif
Vex Mocking,UNL,0,,,false,false,vex-mocking-unl.avif
Vi Destructive,OGN,0,,,false,false,vi-destructive-ogn.avif
Vi Hotheaded,UNL,0,,,false,false,vi-hotheaded-unl.avif
Vi Peacekeeper,UNL,0,,,false,false,vi-peacekeeper-unl.avif
Vi Piltover Enforcer,UNL,0,,,false,false,vi-piltover-enforcer-unl.avif
Vicious Snapjaws,UNL,0,,,false,false,vicious-snapjaws-unl.avif
Viktor Herald Of The Arcane,OGN,0,,,false,false,viktor-herald-of-the-arcane-ogn.avif
Viktor Innovator,OGN,0,,,false,false,viktor-innovator-ogn.avif
Vilemaws Lair,OGN,0,,,false,false,vilemaws-lair-ogn.avif
Void Drone,SFD,0,,,false,false,void-drone-sfd.avif
Void Gate,OGN,0,,,false,false,void-gate-ogn.avif
Void Hatchling,SFD,0,,,false,false,void-hatchling-sfd.avif
Void Seeker,OGN,0,,,false,false,void-seeker-ogn.avif
Volibear Imposing,OGN,0,,,true,false,volibear-imposing-ogn-a.avif
Volibear Imposing,OGN,0,,,false,false,volibear-imposing-ogn.avif
Volibear Relentless Storm,OGN,0,,,false,false,volibear-relentless-storm-ogn.avif
Voracious Gromp,UNL,0,,,false,false,voracious-gromp-unl.avif
Wages Of Pain,SFD,0,,,false,false,wages-of-pain-sfd.avif
Walking Roost,UNL,0,,,false,false,walking-roost-unl.avif
Wallop,OGN,0,,,false,false,wallop-ogn.avif
Warmogs Armor,SFD,0,,,false,false,warmogs-armor-sfd.avif
Warwick Hunter,OGN,0,,,false,false,warwick-hunter-ogn.avif
Watchful Sentry,OGN,0,,,false,false,watchful-sentry-ogn.avif
Whirlwind,OGN,0,,,false,false,whirlwind-ogn.avif
Wielder Of Water,OGN,0,,,false,false,wielder-of-water-ogn.avif
Wildclaw Shaman,OGN,0,,,false,false,wildclaw-shaman-ogn.avif
Wily Newtfish,UNL,0,,,false,false,wily-newtfish-unl.avif
Wind Wall,OGN,0,,,false,false,wind-wall-ogn.avif
Windsinger,SFD,0,,,false,false,windsinger-sfd.avif
Windswept Hillock,OGN,0,,,false,false,windswept-hillock-ogn.avif
Wizened Elder,OGN,0,,,false,false,wizened-elder-ogn.avif
Wraith Of Echoes,OGN,0,,,false,false,wraith-of-echoes-ogn.avif
Wuju Apprentice,UNL,0,,,false,false,wuju-apprentice-unl.avif
Yasuo Remorseful,OGN,0,,,false,false,yasuo-remorseful-ogn.avif
Yasuo Unforgiven,OGN,0,,,false,false,yasuo-unforgiven-ogn.avif
Yeti Brawler,UNL,0,,,false,false,yeti-brawler-unl.avif
Yone Blademaster,SFD,0,,,false,false,yone-blademaster-sfd.avif
Yordle Explorer,SFD,0,,,false,false,yordle-explorer-sfd.avif
Yuumi Magical Cat,UNL,0,,,false,false,yuumi-magical-cat-unl.avif
Zaun Warrens,OGN,0,,,false,false,zaun-warrens-ogn.avif
Zaunite Bouncer,OGN,0,,,false,false,zaunite-bouncer-ogn.avif
Zhonyas Hourglass,OGN,0,,,false,false,zhonyas-hourglass-ogn.avif
Zilean Time Mage,UNL,0,,,false,false,zilean-time-mage-unl.avif
Acceleration Gate,VEN,0,,,false,false,acceleration-gate-ven.avif
Affectionate Poro,VEN,0,,,false,false,affectionate-poro-ven.avif
Akali Deadly Weapon,VEN,0,,,true,false,akali-deadly-weapon-ven-a.avif
Akali Deadly Weapon,VEN,0,,,false,false,akali-deadly-weapon-ven.avif
Akali Silent,VEN,0,,,true,false,akali-silent-ven-a.avif
Akali Silent,VEN,0,,,false,false,akali-silent-ven.avif
Ambessa Respected And Feared,VEN,0,,,true,false,ambessa-respected-and-feared-ven-a.avif
Ambessa Respected And Feared,VEN,0,,,false,false,ambessa-respected-and-feared-ven.avif
Ambessa The Wolf,VEN,0,,,true,false,ambessa-the-wolf-ven-a.avif
Ambessa The Wolf,VEN,0,,,false,false,ambessa-the-wolf-ven.avif
Applied Researchers,VEN,0,,,false,false,applied-researchers-ven.avif
Apprentice Mage,VEN,0,,,false,false,apprentice-mage-ven.avif
Astral Heron,VEN,0,,,false,false,astral-heron-ven.avif
Aurok General,VEN,0,,,false,false,aurok-general-ven.avif
Baccai Witherclaw,VEN,0,,,false,false,baccai-witherclaw-ven.avif
Bottled Constellation,VEN,0,,,false,false,bottled-constellation-ven.avif
Brutal Hunter,VEN,0,,,false,false,brutal-hunter-ven.avif
Butcher Of Sands,VEN,0,,,false,false,butcher-of-sands-ven.avif
Cataclysmic Duel,VEN,0,,,false,false,cataclysmic-duel-ven.avif
Clairvoyance,VEN,0,,,false,false,clairvoyance-ven.avif
Cloud Drake,VEN,0,,,false,false,cloud-drake-ven.avif
Corrupted Dragon,VEN,0,,,false,false,corrupted-dragon-ven.avif
Covert Informant,VEN,0,,,false,false,covert-informant-ven.avif
Crumbling Sands,VEN,0,,,false,false,crumbling-sands-ven.avif
Curator Of Sands,VEN,0,,,false,false,curator-of-sands-ven.avif
Dame The Despoiler,VEN,0,,,false,false,dame-the-despoiler-ven.avif
Decree Of Discord,VEN,0,,,false,false,decree-of-discord-ven.avif
Decree Of Focus,VEN,0,,,false,false,decree-of-focus-ven.avif
Decree Of Insight,VEN,0,,,false,false,decree-of-insight-ven.avif
Decree Of Strength,VEN,0,,,false,false,decree-of-strength-ven.avif
Decree Of Unity,VEN,0,,,false,false,decree-of-unity-ven.avif
Defender Of Tomorrow,VEN,0,,,false,false,defender-of-tomorrow-ven.avif
Disciple Of Shen,VEN,0,,,false,false,disciple-of-shen-ven.avif
Dominus,VEN,0,,,false,false,dominus-ven.avif
Dragon Form,VEN,0,,,false,false,dragon-form-ven.avif
Dragon Roost,VEN,0,,,false,false,dragon-roost-ven.avif
Dredge Up,VEN,0,,,false,false,dredge-up-ven.avif
Endless Riches,VEN,0,,,false,false,endless-riches-ven.avif
Escaped Grayback,VEN,0,,,false,false,escaped-grayback-ven.avif
Esteemed Hierophant,VEN,0,,,false,false,esteemed-hierophant-ven.avif
Eye Of Twilight,VEN,0,,,false,false,eye-of-twilight-ven.avif
Fallen Feline,VEN,0,,,false,false,fallen-feline-ven.avif
Field Musicians,VEN,0,,,false,false,field-musicians-ven.avif
Forgotten Relic,VEN,0,,,false,false,forgotten-relic-ven.avif
Fretful Feline,VEN,0,,,false,false,fretful-feline-ven.avif
Frostcoat Mother,VEN,0,,,false,false,frostcoat-mother-ven.avif
Gangplank Naval,VEN,0,,,false,false,gangplank-naval-ven.avif
Glowstone,VEN,0,,,false,false,glowstone-ven.avif
Grumpy Rockbear,VEN,0,,,false,false,grumpy-rockbear-ven.avif
Gust Monk,VEN,0,,,false,false,gust-monk-ven.avif
Guttural Roar,VEN,0,,,false,false,guttural-roar-ven.avif
Hand Hammer,VEN,0,,,false,false,hand-hammer-ven.avif
Heart Of The Tempest,VEN,0,,,false,false,heart-of-the-tempest-ven.avif
Heisho Shell Of The World,VEN,0,,,false,false,heisho-shell-of-the-world-ven.avif
Helm Of Suppression,VEN,0,,,false,false,helm-of-suppression-ven.avif
Hextech Disc,VEN,0,,,false,false,hextech-disc-ven.avif
Hextech Formula,VEN,0,,,false,false,hextech-formula-ven.avif
Horns Of Dragon,VEN,0,,,false,false,horns-of-dragon-ven.avif
Hungry Wolf,VEN,0,,,false,false,hungry-wolf-ven.avif
Iterative Design,VEN,0,,,false,false,iterative-design-ven.avif
Jagged Cutlass,VEN,0,,,false,false,jagged-cutlass-ven.avif
Jayce Brilliant Inventor,VEN,0,,,true,false,jayce-brilliant-inventor-ven-a.avif
Jayce Brilliant Inventor,VEN,0,,,false,false,jayce-brilliant-inventor-ven.avif
Jayce Hammer In Hand,VEN,0,,,true,false,jayce-hammer-in-hand-ven-a.avif
Jayce Hammer In Hand,VEN,0,,,false,false,jayce-hammer-in-hand-ven.avif
Jinx Demolitionist,VEN,0,,,false,false,jinx-demolitionist-ven.avif
Kayle Justified,VEN,0,,,false,false,kayle-justified-ven.avif
Keeper Of Law,VEN,0,,,false,false,keeper-of-law-ven.avif
Kennen Keeper Of Balance,VEN,0,,,true,false,kennen-keeper-of-balance-ven-a.avif
Kennen Keeper Of Balance,VEN,0,,,false,false,kennen-keeper-of-balance-ven.avif
Kennen Storm Of Shuriken,VEN,0,,,true,false,kennen-storm-of-shuriken-ven-a.avif
Kennen Storm Of Shuriken,VEN,0,,,false,false,kennen-storm-of-shuriken-ven.avif
Kharox,VEN,0,,,false,false,kharox-ven.avif
Ki Barrier,VEN,0,,,false,false,ki-barrier-ven.avif
Kinkou Lifeblade,VEN,0,,,false,false,kinkou-lifeblade-ven.avif
Lacerate,VEN,0,,,false,false,lacerate-ven.avif
Legion Marauder,VEN,0,,,false,false,legion-marauder-ven.avif
Lightning Rush,VEN,0,,,false,false,lightning-rush-ven.avif
Lllaoi Prophet Of The Great Kraken,VEN,0,,,false,false,lllaoi-prophet-of-the-great-kraken-ven.avif
Masa Crashing Thunder,VEN,0,,,false,false,masa-crashing-thunder-ven.avif
Mask Mother,VEN,0,,,false,false,mask-mother-ven.avif
Master Of Shadows,VEN,0,,,false,false,master-of-shadows-ven.avif
Matriarch Of War,VEN,0,,,false,false,matriarch-of-war-ven.avif
Mel Defiant Soul,VEN,0,,,true,false,mel-defiant-soul-ven-a.avif
Mel Defiant Soul,VEN,0,,,false,false,mel-defiant-soul-ven.avif
Mel Newly Awakened,VEN,0,,,true,false,mel-newly-awakened-ven-a.avif
Mel Newly Awakened,VEN,0,,,false,false,mel-newly-awakened-ven.avif
Mesmerize,VEN,0,,,false,false,mesmerize-ven.avif
Minah Swiftfoot,VEN,0,,,false,false,minah-swiftfoot-ven.avif
Mourful Witness,VEN,0,,,false,false,mourful-witness-ven.avif
Mystic Vortex,VEN,0,,,false,false,mystic-vortex-ven.avif
Nasus Ascended,VEN,0,,,true,false,nasus-ascended-ven-a.avif
Nasus Ascended,VEN,0,,,false,false,nasus-ascended-ven.avif
Nasus Guardian Of Knowledge,VEN,0,,,true,false,nasus-guardian-of-knowledge-ven-a.avif
Nasus Guardian Of Knowledge,VEN,0,,,false,false,nasus-guardian-of-knowledge-ven.avif
Noxian Demolitionist,VEN,0,,,false,false,noxian-demolitionist-ven.avif
Noxian Emissary,VEN,0,,,false,false,noxian-emissary-ven.avif
Ocean Drake,VEN,0,,,false,false,ocean-drake-ven.avif
Ol Poro,VEN,0,,,false,false,ol-poro-ven.avif
Onslaught,VEN,0,,,false,false,onslaught-ven.avif
Otterpus,VEN,0,,,false,false,otterpus-ven.avif
Pakaa Protector,VEN,0,,,false,false,pakaa-protector-ven.avif
Patched Porobot,VEN,0,,,false,false,patched-porobot-ven.avif
Piltovan Forge,VEN,0,,,false,false,piltovan-forge-ven.avif
Platewyrm Egg,VEN,0,,,false,false,platewyrm-egg-ven.avif
Plaza Guardian,VEN,0,,,false,false,plaza-guardian-ven.avif
Profiteer,VEN,0,,,false,false,profiteer-ven.avif
Protective Sands,VEN,0,,,false,false,protective-sands-ven.avif
Public Execution,VEN,0,,,false,false,public-execution-ven.avif
Questionable Tome,VEN,0,,,false,false,questionable-tome-ven.avif
Rampage,VEN,0,,,false,false,rampage-ven.avif
Ravenbloom Prefect,VEN,0,,,false,false,ravenbloom-prefect-ven.avif
Rebuttal,VEN,0,,,false,false,rebuttal-ven.avif
Reluctant Leader,VEN,0,,,false,false,reluctant-leader-ven.avif
Renekton Brute,VEN,0,,,true,false,renekton-brute-ven-a.avif
Renekton Brute,VEN,0,,,false,false,renekton-brute-ven.avif
Repair Specialist,VEN,0,,,false,false,repair-specialist-ven.avif
Resonating Strike,VEN,0,,,false,false,resonating-strike-ven.avif
Risen Altar,VEN,0,,,false,false,risen-altar-ven.avif
Riven Shattered,VEN,0,,,false,false,riven-shattered-ven.avif
Rogue Assassin,VEN,0,,,false,false,rogue-assassin-ven.avif
Sacred Protector,VEN,0,,,false,false,sacred-protector-ven.avif
Sanction,VEN,0,,,false,false,sanction-ven.avif
Sandstone Chimera,VEN,0,,,false,false,sandstone-chimera-ven.avif
Sandswept Tomb,VEN,0,,,false,false,sandswept-tomb-ven.avif
Serene Ascetic,VEN,0,,,false,false,serene-ascetic-ven.avif
Shadow Dash,VEN,0,,,false,false,shadow-dash-ven.avif
Shadow Order Disciple,VEN,0,,,false,false,shadow-order-disciple-ven.avif
Shadow Temple,VEN,0,,,false,false,shadow-temple-ven.avif
Shadowblade Lurker,VEN,0,,,false,false,shadowblade-lurker-ven.avif
Shadows Of The Past,VEN,0,,,false,false,shadows-of-the-past-ven.avif
Shady Spectacles,VEN,0,,,false,false,shady-spectacles-ven.avif
Shen Leader Of The Kinkou Order,VEN,0,,,true,false,shen-leader-of-the-kinkou-order-ven-a.avif
Shen Leader Of The Kinkou Order,VEN,0,,,false,false,shen-leader-of-the-kinkou-order-ven.avif
Shen Scourge Of Shadows,VEN,0,,,true,false,shen-scourge-of-shadows-ven-a.avif
Shen Scourge Of Shadows,VEN,0,,,false,false,shen-scourge-of-shadows-ven.avif
Shock Blast,VEN,0,,,false,false,shock-blast-ven.avif
Shuriken Flip,VEN,0,,,false,false,shuriken-flip-ven.avif
Siphoning Strike,VEN,0,,,false,false,siphoning-strike-ven.avif
Sky Cruiser,VEN,0,,,false,false,sky-cruiser-ven.avif
Solari Sunhawk,VEN,0,,,false,false,solari-sunhawk-ven.avif
Souls Reflection,VEN,0,,,false,false,souls-reflection-ven.avif
Soulspinner,VEN,0,,,false,false,soulspinner-ven.avif
Spiderling,VEN,0,,,false,false,spiderling-ven.avif
Stargazer,VEN,0,,,false,false,stargazer-ven.avif
Steel Paws,VEN,0,,,false,false,steel-paws-ven.avif
Swain Visionary,VEN,0,,,false,false,swain-visionary-ven.avif
Tail Cloaked Matriarch,VEN,0,,,false,false,tail-cloaked-matriarch-ven.avif
Temporal Breach,VEN,0,,,false,false,temporal-breach-ven.avif
Threshold Of The Gray,VEN,0,,,false,false,threshold-of-the-gray-ven.avif
Tomb Raider Barbara,VEN,0,,,false,false,tomb-raider-barbara-ven.avif
Tools Of Empire,VEN,0,,,false,false,tools-of-empire-ven.avif
Tornado Warrior,VEN,0,,,false,false,tornado-warrior-ven.avif
Twilight Reveler,VEN,0,,,false,false,twilight-reveler-ven.avif
Twilight Shroud,VEN,0,,,false,false,twilight-shroud-ven.avif
Twilight Step,VEN,0,,,false,false,twilight-step-ven.avif
Up From The Deep,VEN,0,,,false,false,up-from-the-deep-ven.avif
Vi Destructive,VEN,0,,,false,false,vi-destructive-ven.avif
Wild Claw,VEN,0,,,false,false,wild-claw-ven.avif
Wind And Ghosts,VEN,0,,,false,false,wind-and-ghosts-ven.avif
Zed From The Shadows,VEN,0,,,true,false,zed-from-the-shadows-ven-a.avif
Zed From The Shadows,VEN,0,,,false,false,zed-from-the-shadows-ven.avif
Zed Without A Sound,VEN,0,,,true,false,zed-without-a-sound-ven-a.avif
Zed Without A Sound,VEN,0,,,false,false,zed-without-a-sound-ven.avif
Kinkou Temple,VEN,0,,,false,false,kinkou-temple-ven.avif
